ID,Embedding,Document,Metadata
102,"[ 0.3122988   0.66623783 -0.10447077 ...  0.07396158  0.28880271
  0.06550029]","We also visited colonias that received funding from USDA ’s Single Family Housing programs. For example, in Arizona, we observed a project where, according to officials, 10 lots will be redeveloped using USDA funds. We also viewed single-family homes that, according to officials, had received USDA assistance in Arizona and New Mexico (see fig. 14).

[Extract from GAO_PDF_20241020_220257.pdf

Page 38]

Page 33 GAO -24-106732  Colonias Communities  Figure 14: Project in an Arizona Colonia Funded by the U.S. Department of Agriculture ’s Single Family Housing Programs",
103,"[ 0.48262778  0.45264497  0.19586086 ...  0.02244036  0.17552243
 -0.06869332]","Page 38]

Page 33 GAO -24-106732  Colonias Communities  Figure 14: Project in an Arizona Colonia Funded by the U.S. Department of Agriculture ’s Single Family Housing Programs

To be eligible for targeted funding to colonias through HUD ’s and USDA ’s programs, a community must meet the definition of a colonia, as shown in table 5. Definitions of colonias vary between programs, but generally include criteria relating to location, population size of the surrounding area, infrastructure conditions, and the date of recognition as a colonia. In addition, applicants must meet agency standards and program qualifications to receive funding. 43

43For example, to qualify for USDA Single Family Housing loans, applicants must be unable to obtain a loan from other sources, meet certain income requirements, and use the loan only on eligible properties. The Definition of a Colonia Differs among HUD and USDA Programs",
104,"[ 0.02489345 -0.04119683 -0.04485875 ... -0.35117757 -0.00401659
 -0.11828424]","[Extract from GAO_PDF_20241020_220257.pdf

Page 39]",
105,"[ 0.08527426  0.27088913  0.63358569 ... -0.2224911  -0.12382258
 -0.17994767]","Page 34 GAO -24-106732  Colonias Communities  Table 5: Definitions of Colonias for Programs with Colonia s-Targeted Funding Community requirements  Description  HUD Community Development Block Grants colonias set - aside  USDA Water and Environmental programs  Single Family Housing Location  Within 150 miles of the United States and Mexico border and in Arizona, California, New Mexico, or Texas   a  Within a metropolitan statistical area with a population of 1 million or less   —  Infrastructure conditionsb Lack of potable water systems, adequate sewage systems, and safe and sanitary housing     Lack of adequate roads and drainage  —  — Official designation  State or county government designation as a colonia  — c — Date  Colonia must have existed before a certain dated Nov. 28, 1990  Oct. 1, 1989  Nov",
106,"[ 0.09840765  0.27231568  0.54199743 ... -0.53422809 -0.47429791
 -0.48999825]",". 28, 1990  Oct. 1, 1989  Nov. 28, 1990  = Colonia eligibility requirement; — = Not a colonia eligibility requirement. Source: GAO analysis of  statutes, regulations, and information from the Department of Housing and Urban Development (HUD) and the U.S. Department of Agriculture (USDA).  |  GAO -24-106732 aEligible areas include the entire county where more than half of the area of the county is within 150 miles of the U.S.-Mexico border. Additionally, the definition of a colonia in 7 C.F.R. § 1777.4 does not specifically require the community be located in Arizona, California, New Mexico, or Texas",
107,"[-0.11208361  0.13740565  0.11692387 ...  0.03005988 -0.35575354
 -0.22304095]",". Additionally, the definition of a colonia in 7 C.F.R. § 1777.4 does not specifically require the community be located in Arizona, California, New Mexico, or Texas. bThe statutes governing HUD’s CDBG colonias set-aside and USDA’s Single Family Housing require that a community be determined a colonia on the basis of objective criteria, which include but are not limited to the infrastructure conditions identified here. cColonias eligible for USDA Water and Environmental programs can also be designated as colonias by a federally recognized Tribe. dNov. 28, 1990 was the date of enactment of the Cranston-Gonzalez National Affordable Housing Act, Pub. L. No. 101-625, which is the date used in the statutory definitions of a colonia for the HUD CDBG program and USDA Single Family Housing programs. 42 U.S.C. § 5306 note, 42 U.S.C",
108,"[-0.15639377  0.33469573  0.55371481 ... -0.02158655 -0.35673207
 -0.24099922]",". 101-625, which is the date used in the statutory definitions of a colonia for the HUD CDBG program and USDA Single Family Housing programs. 42 U.S.C. § 5306 note, 42 U.S.C. § 1479(f)(8). USDA’s Water and Environmental programs use a different date as part of the definition of a colonia. 7 C.F.R. § 1777.4.",
109,"[ 0.13010415  0.29884526  0.16655193 ... -0.15148035  0.16461864
 -0.28299356]","Eligibility requirements differ across the targeted programs due to differences in statutory and regulatory definitions of a colonia; however, the definitions of a colonia do have some similarities. For example, HUD ’s CDBG colonias set-aside and USDA ’s Single Family Housing programs both require colonias to be located within a metropolitan statistical area

[Extract from GAO_PDF_20241020_220257.pdf

Page 40]",
110,"[ 0.40096748  0.16869465  0.13356884 ...  0.09497212 -0.37142095
 -0.19973481]","Page 35  GAO -24-106732  Colonias Communities  (MSA) with a population of 1 million or less.44 In contrast, there are no MSA -related population requirements in the colonia definition used by USDA ’s two Water and Environmental programs.45 USDA did not have reliable information on actual obligations to colonias through its Single Family Housing programs, as noted above.46 To determine why this information was unreliable, we reviewed USDA ’s processes to identify, record, and track assistance provided to colonias and found areas for improvement. USDA does not have agency -wide or state-specific guidance that directs staff to identify if a Single Family Housing program loan or grant application is for a property in a colonia. As described above, for a community to meet the legal definition of a colo nia, several criteria must be met",
111,"[ 0.31152442  0.21183386 -0.02821919 ...  0.22354166 -0.26525846
 -0.27975881]",". As described above, for a community to meet the legal definition of a colo nia, several criteria must be met. One criterion is that the community must be identified as a “colonia” based on objective criteria, and according to USDA officials, the Single Family Housing program relies on state and local governments to make this determination. However, USDA does not have guidance for the Single Family Housing programs to help staff determine whether a community has been designated as a colonia by the state or local government. Rather, the agency relies on its state and field staff to use their local knowledge and professional judgment to try to discern if a community has been designated as a colonia by local officials , according to USDA officials. USDA has issued no guidance to field staff to facilitate this identification. In absence of guidance, USDA lacks assurance that applications from colonias are being consistently or correctly identified by staff.",
112,"[ 0.17503402  0.49257022 -0.07910803 ... -0.19724543 -0.27538377
  0.06815073]","44To be eligible as a colonia for USDA ’s Single Family Housing set -aside for targeted underserved areas, the community cannot be in an MSA with a population exceeding 1 million. However, if an applicant is not located in a colonia, as statutorily defined, and is, therefore, not eligible for the set-aside, the remaining funding for USDA Single Family Housing programs (i.e., the remaining 95 percent) may be available to these applicants. These applicants are required to meet all eligibility criteria for the program to which they applied, including the requirement that the project be located in a rural area as defined in 42 U.S.C § 1490. 45USDA ’s two Water and Environmental programs  are subject to agency regulations specifying that funding may go only to rural areas with a population of 10,000 or fewer people",
113,"[-0.34803665  0.33467302  0.23224619 ... -0.29459468 -0.00877813
 -0.36423612]",". 45USDA ’s two Water and Environmental programs  are subject to agency regulations specifying that funding may go only to rural areas with a population of 10,000 or fewer people. 46We determined that the obligation data from HUD for the CDBD colonias set -aside and from USDA for its Water and Environmental programs were reliable for the purpose of describing annual assistance provided to colonias for fiscal years 2020 –2023.  USDA ’s Single Family Housing Programs Do Not Have Reliable Data on Assistance to Colonias Identifying and Recording Applications from Colonias",
